file	path	sfillers	sentence
Royal_Society_Corpus_open_v6.0_text_107141_1804.txt	pa_nsubj	have/V	This neck is placed in the centre of the circular flat top , or upper end , of the vertical cylindrical body ; and , opposite to it , in the centre of the flat bottom of the body , there is a hollow cylinder , 1 of an inch in diameter , and 3 inches long , projecting downwards , into which a vertical cylinder of wood is fitted , on the top of which the instrument is supported , in such a manner that the air has free access to every part of it .
Royal_Society_Corpus_open_v6.0_text_107141_1804.txt	pa_nsubj	580/N	When , for instance , the air was at 580 , the interval commenced at the lo8th degree , and ended at the 98th .
Royal_Society_Corpus_open_v6.0_text_107141_1804.txt	pa_nsubj	641/N	When the air was at 641 , it commenced at i 14X0 , and ended at 1o04 - 4
Royal_Society_Corpus_open_v6.0_text_107141_1804.txt	pa_nsubj	degree/N	That the same instrument , exposed to cool in the air , does in fact cool the same number of degrees in the same time , very nearly , when the given interval of the scale of the thermometer is reckoned from the same height , or given number of degrees above the temperature of the air at the time when the experiment is made , will appear from the following results of Ai different experiments , made on different days , and when the air in which the instrument was exposed to cool was at different degrees of temperature .
Royal_Society_Corpus_open_v6.0_text_107141_1804.txt	pa_nsubj	perature/N	The large cylindrical vessel No. i , with its ends covered with warm clothing , in the manner before described , and its vertical sides ( which were polished , and very clean and bright ) exposed naked to the air , was filled with water nearly boiling hot , and placed on its wooden stand , on a table , in a large quiet room , to cool ; the air of the room being at the tems perature of 450 FAHRENHEIT .
Royal_Society_Corpus_open_v6.0_text_107141_1804.txt	pa_nsubj	temperature/N	Desirous of seeing whether the same covering would , or would not , expedite the passage of heat into the instrument ; after having suffered both instruments to cool down to the temperature of about 420 , I removed them into a warm room , in which the air was at the temperature of 620 ; and I found that the instrument No. 2 , which was clothed , acquired heat considerably faster than the other , No. i , which was naked . *
Royal_Society_Corpus_open_v6.0_text_107068_1803.txt	pa_nsubj	remain/V	Air remaining in } the bent tube J ' 75 5.38 , total gas from ii7 7 inches of water .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	pass/V	The principal cause which prevents this pump to exhaust farther than that limit is the weakened elasticity of the air remaining within the receiver , which , decreasing in proportion is the quantity of the air within the receiver is diminished , becomes at last incapable of lifting up the valve , which opens the communication between the receiver and the barrel ; consequently no more air can in that case pass from the former to the latter .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	make/V	It will be easily conceived , that when the air is forced through the hole 3 , it will lift up the slip of oil - silk , and passing by the sides of it , and also through the large perforation of the piece 2,4 , will go upwards , &amp ;c. ; but can by no means return backwards , since any pressure , that the air makes on the upper part of the oil silk , will only stop the passage more effectually .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	pass/V	6 . It appears from this description , that the air can pass through the valve from without to within the barrel , but not vice versa .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	pass/V	It will be also easily conceived , that the air can pass from the cavity of the tube R through the perforation of the pieces L and K , within the cavity of the barrel , only when the said air has elasticity , or force enough to push up the oil - silk .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	have/V	It will be also easily conceived , that the air can pass from the cavity of the tube R through the perforation of the pieces L and K , within the cavity of the barrel , only when the said air has elasticity , or force enough to push up the oil - silk .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	pass/V	4 . pl. III . is moved upwards , the wires 9 , 9 , and likewise the double ring 8 , 8 , with the oil - silk , being all connected together , will be pushed also upwards ; consequently , the oil - silk being removed from the hole of the piece K , a free communication is opened between the cavity of the tube R , and the cavity of the barrel , through which the air , however rarefied or weakened in elasticity , can pass without the least impediment .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	pass/V	Then the piston on being let down , the air passes through the valve of the piston , to the upper part of the barrel , and when afterwards the piston is drawn up , this air is forced through the valve at E into the tube Dr , from thence into the vessel qs , through the channel pn , and , lastly , it will be expelled into the atmosphere through the aperture k .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	go/V	But if the stop - cocks Z and h are so turned as that the side hole of the cock h , as well as that of the cock Z , is turned towards X , then , by the action of the pump , the air , instead of being exhausted , is condensed into the receiver properly placed upon the plate ff ; for now the air coming from the atmosphere through the aperture X goes down the cavity of the tube RS , enters the barrel , and from the barrel is impelled upwards through Dr , through pn , through a , b , d , and lastly into the receiver , which in that case must be pressed down , as is usually done in condensing engines .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	pass/V	Thus , suppose I want to introduce some fixed air into the receiver ; first , I exhaust the common air from the receiver , then put the stop - cock of a bladder containing fixed air to the hole X ; lastly I open the stop - cock of the bladder , and turn the cocks hZ , so that their side - holes may be turned towards X , and by working the pump the fixed air will immediately pass from the bladder into the receiver .
Royal_Society_Corpus_open_v6.0_text_106499_1783.txt	pa_nsubj	rarefied/V	Air rarefied 40 times .
Royal_Society_Corpus_open_v6.0_text_106541_1781.txt	pa_nsubj	dry/A	He found , however , that he could bear a much greater degree of heat when the air was dry .
Royal_Society_Corpus_open_v6.0_text_106541_1781.txt	pa_nsubj	77/N	It may not be improper here to observe , that healthy frogs , in an atmosphere above 70 ~ , keep themselves at a lower temperature than the external air , but are warmer internally than at the surface of their bodies : for when the air was 77 ~ , a frog was found to be 68 ~ , the thermometer being placed in contact with the skin ; but when the thermometer was introduced into the stomach , it rose to 70~1 / 2 .
Royal_Society_Corpus_open_v6.0_text_106484_1783.txt	pa_nsubj	follow/V	He reasoned upon a supposition , that the air in motion followed the same laws as light ; and that it was reflected from surfaces with the angle of reflection equal to the angle of incidence , which is not the case , as it never makes an angle with the plane , but is always reflected in curves .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	contain/V	It has been known for some time , that inflammable air contained much phlogiston ; and Dr. PRIESTLEY has found , by some experiments made lately , that it ` ` is either wholly pure phlogiston , or at least that it contains no apparent mixture of any other matter . ' ' ( In my opinion , however , it contains a small quantity of water and much elementary *
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	phlogiston/N	Therefore , as so great a quantity of inflammable air had been absorbed by the metallic calces ; the effect of reducing them to their metallic state had been produced ; and the small remaining portion was still unchanged , at least had suffered no change which might not be attributed to its original want of purity ; it was reasonable to conclude , that inflammable air must be the pure phlogiston , or the matter which reduced the calces to metals . 2 . ` ` The same ingenious philosopher mixed together certain proportions of pure dry dephlogisticated air and of pure dry inflammable air in a strong glass vessel , closely shut , and then set them on fire by means of the electric spark , ' ' in the same manner as is done in the inflammable air pistol .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	phlogiston/N	Previous to Dr. PRIESTLEY 'S making these experiments , M. KIRWAN had proved , by very ingenious deductions from other facts , that inflammable air was , in all probability , the real phlogiston , in an aerial form .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	unite/V	Are we not then authorised to conclude , that water is composed of dephlogisticated air and phlogiston , deprived of part of their latent or elementary heat ; that dephlogisticated or pure air is composed of water deprived of its phlogiston , and united to elementary heat and light ; and that the latter are contained in it in a latent state , so as not to be sensible to the thermometer or to the eye ; and if light be only a modification of heat , or a circumstance attending it , or a component part of the inflammable air , then pure or dephlogisticated air is composed of water deprived of its phlogiston and united to elementary heat ? ' ' 4 . ` ` It appears , that dephlogisticated water , ' ' or , which may be a better name for the basis of water and air , the element you call humor , ` ` has a more powerful attraction for phlogiston than it has for latent heat , but that it can not unite with it , at least not to the point of saturation , or to the total expulsion of the heat , unless it be first made redhot , ' ' or nearly so . ` ` The electric spark heats a portion of it red - hot , the attraction between the humor and the phlogiston takes place , and the heat which is let loose from this first portion heats a second , which operates in a like manner on the adjoining particles , and so continually until the whole is heated red - hot and decomposed . ' ' Why this attraction does not take place to the same degree in the common temperature of the atmosphere , is a question I am not yet able to solve ; but it appears , that , in some circumstances , ` ` dephlogisticated air can unite , in certain degrees , with phlogiston without being changed into water . ' ' Thus Dr. PRIESTLEY has found , that by taking clean filings of iron , which , alone , produce only inflammable air of the purest kind , and mercurius calcinatus per se , which gives only the purest dephlogisticated air , and exposing them to heat , in the same vessel , he obtained neither dephlogisticated nor inflammable air , ` ` but in their place fixed air . ' ' Yet it is well known , that a mixture of dephlogisticated and inflammable air will remain for years in close vessels in the common heat of the atmosphere , without suffering any change , the mixture being as capable of deflagration at the end of that time as it was when first shut up .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	seem/V	These facts the Doctor accounts for , by supposing that the two kinds of air , when formed at the same time in the same vessel , can unite in their nascent state ; but that , when fully formed , they are incapable of acting upon one another , unless they are first set in motion by external heat . ` ` Phlogisticated air seems also to be another composition of phlogiston and dephlogisticated air ; ' ' but in what proportions they are united , or by what means , is still unknown .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	contain/V	It appears to me to be very probable , that fixed air contains a greater quantity of phlogiston than phlogisticated air does , because it has a greater specific gravity , and because it has more affinity with water . 5 . ` ` For many years I have entertained an opinion , that air was a modification of water , which was originally founded on the facts that in most cases , wherein air was actually made , ' ' which should be distinguished from those wherein it is only extricated from substances containing it in their pores , or otherwise united to them in the state of air , ` ` the substances were such as were known to contain water as one of their constituent parts , yet no water was obtained in the processes , ' ' except what was known to be only loosely connected with them , such as the water of the crystallization of salts . ` ` This opinion arose from a discovery , ' ' that the latent heat contained in steam diminished in proportion as the sensible heat of the water from which it was produced increased ; or , in other words , ` ` that the latent heat of steam was less when it was produced under a greater pressure , or in a more dense state , and greater when it was produced under a less pressure , or in a less dense state ; which led me to conclude , that when a very great degree of heat was necessary for the production of the steam , the latent heat would be wholly changed into sensible heat ; and that , in such cases , the steam itself might suffer some remarkable change .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	do/A	It appears to me to be very probable , that fixed air contains a greater quantity of phlogiston than phlogisticated air does , because it has a greater specific gravity , and because it has more affinity with water . 5 . ` ` For many years I have entertained an opinion , that air was a modification of water , which was originally founded on the facts that in most cases , wherein air was actually made , ' ' which should be distinguished from those wherein it is only extricated from substances containing it in their pores , or otherwise united to them in the state of air , ` ` the substances were such as were known to contain water as one of their constituent parts , yet no water was obtained in the processes , ' ' except what was known to be only loosely connected with them , such as the water of the crystallization of salts . ` ` This opinion arose from a discovery , ' ' that the latent heat contained in steam diminished in proportion as the sensible heat of the water from which it was produced increased ; or , in other words , ` ` that the latent heat of steam was less when it was produced under a greater pressure , or in a more dense state , and greater when it was produced under a less pressure , or in a less dense state ; which led me to conclude , that when a very great degree of heat was necessary for the production of the steam , the latent heat would be wholly changed into sensible heat ; and that , in such cases , the steam itself might suffer some remarkable change .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	modification/N	It appears to me to be very probable , that fixed air contains a greater quantity of phlogiston than phlogisticated air does , because it has a greater specific gravity , and because it has more affinity with water . 5 . ` ` For many years I have entertained an opinion , that air was a modification of water , which was originally founded on the facts that in most cases , wherein air was actually made , ' ' which should be distinguished from those wherein it is only extricated from substances containing it in their pores , or otherwise united to them in the state of air , ` ` the substances were such as were known to contain water as one of their constituent parts , yet no water was obtained in the processes , ' ' except what was known to be only loosely connected with them , such as the water of the crystallization of salts . ` ` This opinion arose from a discovery , ' ' that the latent heat contained in steam diminished in proportion as the sensible heat of the water from which it was produced increased ; or , in other words , ` ` that the latent heat of steam was less when it was produced under a greater pressure , or in a more dense state , and greater when it was produced under a less pressure , or in a less dense state ; which led me to conclude , that when a very great degree of heat was necessary for the production of the steam , the latent heat would be wholly changed into sensible heat ; and that , in such cases , the steam itself might suffer some remarkable change .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	have/V	He remarked , that the air had a pungent smell , which he could not divest it of by washing ; and that the water in which the air was received had become slightly acid .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	pass/V	When the watery vapours had nearly come over , and yellow fumes appeared in the neck of the retort , the common receiver was removed , and the air receiver replaced ; about four ounces of very strong nitrous air passed up immediately , the fumes in the retort became red , and dephlogisticated air passed up , which , uniting with the nitrous air in the receiver , produced red fumes in the receiver ; and the two kinds of air acting upon one another , their bulk was reduced to half of an ounce measure .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	ow/V	It is very probable , that the dephlogisticated air extruded from growing vegetables may be owing to their dephlogisticating the water they grow in ; but it appears more probable , that the plants have a power of dephlogisticating the fixed , or phlogisticated , air of the atmosphere .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	seize/V	When dephlogisticated and nitrous air are mixed , the dephlogisticated air seizes part of the phlogiston of the nitrous air . ' '
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	have/V	In the combustion of sulphur the same thing happens , but in a greater degree ; for the vitriolic acid , having a much weaker attraction for phlogiston than air has , abandons it almost entirely to the latter , which is thereby converted into water , and in that form attracts the vitriolic acid , and reduces it to a liquid state .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	appear/V	These airs , of such different origins , appear to be exactly the same .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	appear/V	All earths which will unite with the nitrous or vitriolic acids , and with some others , such as the phosphoric and the arsenical acids , will serve as bases for the formation of air , and the air produced from all of them appears by every test to be the same , when freed from accidental impurities .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	unite/V	When the nitre and sulphur are kindled , the dephlogisticated air of the nitre unites with the phlogiston of the sulphur , and sets its acid free , which immediately unites to the alkali of the nitre , and produces vitriolated tartar .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	produce/V	The two facts , however , agree near enough to permit us to conclude , that dephlogisticated air , in uniting to the phlogiston of sulphur , produces as much heat as it does in uniting with the phlogiston of phosphorus .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	unite/V	17 . According to Dr. PRIESTLEY 'S experiments , dephlogisticated air unites compleatly with about twice its bulk of the inflammable air from metals .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	4,8/N	The inflammable air being supposed to be wholly phlogiston , and being 1 / 9,6 of the weight of an equal bulk of dephlogisticated air , and being double in quantity , will be 1 / 4,8 of the weight of the dephlogisticated air it unites with .
Royal_Society_Corpus_open_v6.0_text_106594_1784.txt	pa_nsubj	necessary/A	This difference may arise from a mistake in supposing the specific gravity of the inflammable air Dr. PRIESTLEY employed to have been only 1 / 9,6 of that of dephlogisticated air ; for if it be supposed that its specific gravity was a little more than 1/ 8 of that of the dephlogisticated air , then equal additions of phlogiston would have produced equal quantities of heat * : this matter should therefore be put to the test of experiment , by deflagrating dephlogisticated air with inflammable air of a known specific gravity , or by finding how much dephlogisticated air is necessary for the combustion of an ounce of sulphur , the quantity of phlogiston in which has been accurately determined by Mr. KIRWAN ; or by finding the quantity of phlogiston in phosphorus , the quantity of dephlogisticated air necessary for its decomposition being known from Mess .
Royal_Society_Corpus_open_v6.0_text_106595_1784.txt	pa_nsubj	pass/V	When the dephlogisticated air is distilled from the nitre of mercury , the solution should be performed in the retort itself , and the nitrous air produced by the solution should be caught in a proper receiver , and decomposed by the gradual admission of common air through water ; and the water , which thus becomes impregnated with the acid of the nitrous air , should be added after the process to the water through which the dephlogisticated air has passed .
Royal_Society_Corpus_open_v6.0_text_106387_1780.txt	pa_nsubj	indicate/V	I then began to make my experiments regularly at about eleven o'clock ; and I have the pleasure to inform you , that I found the sea air at the place indicated of a superior purity to any common air I ever met with since the month of June last ( when I began to engage in the course of experiments which have afforded me the materials of my work lately published upon Vegetables ) either in my country retirement , or in London .
Royal_Society_Corpus_open_v6.0_text_106387_1780.txt	pa_nsubj	come/V	It consists in letting up into the glass tube one measure of common air , and after this one measure of nitrous air , and shaking the tube forcibly in the water trough just at the moment the two airs come into contact with each other . p. 155 ( b ) ; the result of which trial was , that after the first measure of nitrous air was let up , the column of both airs occupied 1 .
Royal_Society_Corpus_open_v6.0_text_106387_1780.txt	pa_nsubj	come/V	It consists in letting up into the divided glass tube two measures of common air , and afterwards three measures of nitrous air , one after another , shaking the tube in the water trough after each measure of nitrous air , and beginning constantly this motion exactly at the moment the two airs come into contact with each other , or even before they meet , which is still better . before my setting out for the continent : this recapitulation will make the nature of the experiments just mentioned , and their result , much more easily understood .
Royal_Society_Corpus_open_v6.0_text_106387_1780.txt	pa_nsubj	prove/V	Now , as I found the sea air of such a pure quality so near land , I thought it might , with some degree of probability , be expected , that the common air , at a distance from land , would prove of a still superior quality ; for I could scarce believe , that in the first trial , made without choice of place or time , I had just hit upon a time and a place where the sea air is of the first quality .
Royal_Society_Corpus_open_v6.0_text_106387_1780.txt	pa_nsubj	quality/N	Now , as I found the sea air of such a pure quality so near land , I thought it might , with some degree of probability , be expected , that the common air , at a distance from land , would prove of a still superior quality ; for I could scarce believe , that in the first trial , made without choice of place or time , I had just hit upon a time and a place where the sea air is of the first quality .
Royal_Society_Corpus_open_v6.0_text_106387_1780.txt	pa_nsubj	become/V	In the afternoon ( the weather being very rainy ) the common air of the place was become worse , though still of a very good quality ; for one measure of it with one of nitrous air occupied 100 , or exactly one measure .
Royal_Society_Corpus_open_v6.0_text_106387_1780.txt	pa_nsubj	quality/N	I found , by several trials of such good quality , that it was nearly as good as that which I had met with in the mouth of the Thames ; for one measure of it with one of nitrous air occupied 094 and 095 ; whereas the common air of the inn ( as I found by trial at the time ) was somewhat of an inferior quality , though still remarkably pure ; for one measure of it with one of nitrous occupied 097 in five repeated trials .
Royal_Society_Corpus_open_v6.0_text_106387_1780.txt	pa_nsubj	undergone/V	There now only remained some little suspicion that the air gathered on the sea , and kept in phials , might have undergone some alteration ; this might have been the case , as I had found in some former experiments made in England , that air kept in bottles was sometimes liable to alterations , which I think is partly to be ascribed to the difficulty of finding bottles so well secured by a ground stopper as to shut out every communication with the external air , and partly , perhaps , to the nature of air , which is not in itself an unalterable substance , as I have attempted to prove in my book upon Vegetables , p. 107 : in the present case , however , I rather incline to think , that the reason why the air , gathered in rainy and windy weather on the sea , was found of an inferior quality , is to be ascribed chiefly to the land air being driven by the wind upon the sea , and thus to the mixture of both airs .
